workerid,rt,object,utterance,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,3905,pepper_red,pink tomato,0.01,2,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,2650,pear_yellow,orange pear,0.46,3,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,4381,apple_green,brown carrot,0,4,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,3193,apple_blue,green apple,0,5,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,1853,tomato_pink,pink tomato,1,6,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,1721,avocado_black,green avocado,0,7,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,1521,pepper_black,red avocado,0,8,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,1859,pear_orange,green pear,0,9,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,1472,pear_green,yellow pear,0,10,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
0,1149,tomato_red,green tomato,0,11,English,1,Male,29,,Yes,3,Windows,576,1024,Firefox,3ZICQFRS30H889CV86TQHO6HO3DZZL,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:17 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:17 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3ZICQFRS30H889CV86TQHO6HO3DZZL,32RIADZISS3YQK0MINEUFJSTETR4SN,0,Submitted,Wed Mar 22 06:03:26 CET 2017,Tue Mar 21 13:19:17 CET 2017,Tue Mar 21 13:23:26 CET 2017,,,,,,{},2.86275,[]
