workerid,rt,color_utterance,slide_number_in_experiment,response,item_color,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,2967,green,2,0.02,avocado_green,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,1862,red,3,0.84,tomato_red,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,3302,red,4,0,tomato_green,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,2136,pink,5,0.33,tomato_pink,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,1439,blue,6,0,avocado_green,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,1453,purple,7,0,pear_yellow,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,2951,green,8,0.87,cup_green,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,1683,blue,9,0.94,cup_blue,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,1338,green,10,0,cup_yellow,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
0,1492,orange,11,0,tomato_red,english,2,Male,26,,Yes,2,Windows,1080,1920,Chrome,3L2OEKSTW89TJN133URUQX0BEXX8YI,3V76OXST9RHXO1VZQGEZ61PRRLF50P,Language study,A 5-minute study where you rate colors.,language experiment study communication stanford fun cognitive science,$1.20,Tue Nov 22 08:21:46 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Dec 22 08:21:46 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3L2OEKSTW89TJN133URUQX0BEXX8YI,3DL65MZB8DE0B58JA7079002O0VCES,0,Submitted,Wed Nov 23 01:04:50 PST 2016,Tue Nov 22 08:22:00 PST 2016,Tue Nov 22 08:24:50 PST 2016,,,,,,[],{},2.641033333333333
