gameid,time,roundNum,sender,contents
3197-1,1455301387888,1,speaker,"Its the largest chair. Its also green~~~"
3197-1,1455301403591,2,speaker,"Its the table"
3197-1,1455301415005,3,speaker,"Largest red flower."
3197-1,1455301420820,4,speaker,"Table"
3197-1,1455301428173,5,speaker,"Silver shoe"
3197-1,1455301434624,6,speaker,"swordfish"
3197-1,1455301441853,7,speaker,"smallest brown belt"
3197-1,1455301447918,8,speaker,"Catfish"
3197-1,1455301452649,9,speaker,"eagle"
3197-1,1455301457638,10,speaker,"blue shirt"
3197-1,1455301463674,11,speaker,"pink balloon"
3197-1,1455301477198,12,speaker,"largest red thumbtack"
3197-1,1455301483943,13,speaker,"green guitar"
3197-1,1455301494224,14,speaker,"smallest white teacup"
3197-1,1455301502620,15,speaker,"green.~~~~~~~~~thing"
3197-1,1455301514902,16,speaker,"largest turtle"
3197-1,1455301520458,17,speaker,"rose"
3197-1,1455301528241,18,speaker,"purple ball"
3197-1,1455301534412,19,speaker,"blue shirt"
3197-1,1455301542284,20,speaker,"whit suv"
3197-1,1455301549497,21,speaker,"jellybeans"
3197-1,1455301559935,22,speaker,"pink thing"
3197-1,1455301572399,23,speaker,"white van/suv"
3197-1,1455301579566,24,speaker,"sports car"
3197-1,1455301586902,25,speaker,"smallest hanger"
3197-1,1455301595357,26,speaker,"picnic table"
3197-1,1455301601519,27,speaker,"nightstand"
3197-1,1455301607409,28,speaker,"shirt"
3197-1,1455301614346,29,speaker,"smallest telephone"
3197-1,1455301622111,30,speaker,"polar bear"
3197-1,1455301636641,31,speaker,"blue toothbrush"
3197-1,1455301643414,32,speaker,"largest stapler"
3197-1,1455301652112,33,speaker,"smallest golf ball"
3197-1,1455301672469,34,speaker,"Parakeet? The most colorful bird"
3197-1,1455301691388,35,speaker,"smallest bike"
3197-1,1455301697998,36,speaker,"white flower"
3197-1,1455301713443,37,speaker,"largest pink butterfly"
3197-1,1455301726270,38,speaker,"smallest comb"
3197-1,1455301735020,39,speaker,"smallest ornament"
3197-1,1455301740562,40,speaker,"purple rug"
3197-1,1455301746545,41,speaker,"green"
3197-1,1455301750547,42,speaker,"blue"
3197-1,1455301755187,43,speaker,"black bear"
3197-1,1455301761617,44,speaker,"grizzly bear"
3197-1,1455301768178,45,speaker,"hummingbird"
3197-1,1455301774223,46,speaker,"smallest book"
3197-1,1455301781841,47,speaker,"gummy bears"
3197-1,1455301786549,48,speaker,"blue shirt"
3197-1,1455301794018,49,speaker,"pigeon"
3197-1,1455301799351,50,speaker,"dog"
3197-1,1455301805431,51,speaker,"white cake"
3197-1,1455301810315,52,speaker,"skittles"
3197-1,1455301818412,53,speaker,"smallest orange napkin"
3197-1,1455301828608,54,speaker,"m&m's"
3197-1,1455301833032,55,speaker,"green"
3197-1,1455301844478,56,speaker,"german shephard"
3197-1,1455301852237,57,speaker,"smallest hat"
3197-1,1455301857597,58,speaker,"pink"
3197-1,1455301866347,59,speaker,"convertible"
3197-1,1455301884163,60,speaker,"dog"
3197-1,1455301889404,61,speaker,"flower"
3197-1,1455301904228,62,speaker,"green"
3197-1,1455301920430,63,speaker,"red"
3197-1,1455301927083,64,speaker,"dalmation"
3197-1,1455301933411,65,speaker,"red chile "
3197-1,1455301941340,66,speaker,"green "
3197-1,1455301947168,67,speaker,"flower"
3197-1,1455301951745,68,speaker,"fish"
3197-1,1455301959699,69,speaker,"panda"
3197-1,1455301967873,70,speaker,"largest bracelet"
3197-1,1455301972984,71,speaker,"largest candle"
3197-1,1455301978775,72,speaker,"goldfish"
