workerid,rt,object,utterance,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,4705,pear_yellow,yellow pear,1,2,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,15519,banana_brown, yellow banana,0.2,3,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,2745,pepper_black,pink tomato,0,4,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,2926,apple_green,red apple,0.19,5,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,2209,pepper_red,green pepper,0.37,6,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,2243,pepper_green,orange pepper,0.2,7,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,3476,avocado_black,black avocado,1,8,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,2722,avocado_black,red avocado,0.24,9,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,2998,carrot_brown,brown carrot,1,10,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
0,2246,pear_yellow,brown banana,0,11,English,2,Male,38,,Yes,3,Windows,1024,1280,Chrome,32204AGAAABMQ7HWCSZUWAM6HN3HGP,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Tue Mar 21 13:19:07 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Apr 20 14:19:07 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=32204AGAAABMQ7HWCSZUWAM6HN3HGP,30H4UDGLT2HHHI90WAAW684ID04PMM,0,Submitted,Wed Mar 22 06:04:40 CET 2017,Tue Mar 21 13:19:13 CET 2017,Tue Mar 21 13:24:40 CET 2017,,,,,,[],{},5.3882
