workerid,rt,object,utterance,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,3007,pepper_black,green pepper,0,2,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,2074,tomato_pink,green tomato,0.01,3,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,2060,tomato_red,pink carrot,0,4,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,2373,pepper_orange,red pepper,0.03,5,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,2634,tomato_red,red tomato,0.99,6,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,1872,avocado_red,black pepper,0.02,7,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,2533,pepper_orange,black pepper,0.02,8,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,2411,pear_green,yellow pear,0.04,9,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,2545,tomato_pink,red tomato,0.01,10,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
0,1984,avocado_green,red avocado,0.03,11,English,1,Female,30,,Yes,2,Windows,1024,1280,Chrome,3XT3KXP24YXKP93A6X8TKVAWMHF6IU,3VMQHMXNFUGPH5XH486SO3VVRCLRP3,Language study,A 10-minute study where you rate the typicality of objects.,language experiment study communication stanford fun cognitive science,$1.00,Sat Mar 18 08:32:02 CET 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Mon Apr 17 09:32:02 CEST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3XT3KXP24YXKP93A6X8TKVAWMHF6IU,34Q075JO1XCHXCJRM3C87FF766Z01X,0,Submitted,Sun Mar 19 01:18:03 CET 2017,Sat Mar 18 08:32:15 CET 2017,Sat Mar 18 08:38:03 CET 2017,,,,,,[],{},4.9238333333333335
