gameid	 time	 roundNum	 trialType	 condition	nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 basiclevelClickedObj	 superdomainClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt1Basiclevel	 alt1superdomain	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs	 alt2Basiclevel	 alt2superdomain	 alt3Name	 alt3TargetStatus	 alt3SpLocs	 alt3LisLocs	 alt3Basiclevel	 alt3superdomain	 alt4Name	 alt4TargetStatus	 alt4SpLocs	 alt4LisLocs	 alt4Basiclevel	 alt4superdomain	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	 refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor
4242-5	1455301192134	11	subSuperTrial	basic33	swordFish	target	2	3	fish	animal	grasses	distractor	4	2	NA	plant	dress	distractor	3	4	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the shark		1455301190523	the shark	False	False	False	swordFish	NA	NA
4242-5	1455301198799	12	colorSizeTrial	color32	small_blue_cap	target	3	2	NA	NA	big_orange_cap	distractor	4	4	NA	NA	small_orange_cap	distractor	1	3	NA	NA	small_orange_cap	distractor	2	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the blue hat		1455301196754	the blue hat	False	True	False	cap	small	blue
4242-5	1455301207642	13	subSuperTrial	basic23	tShirt	target	4	4	shirt	clothing	dress	distractor	2	3	NA	clothing	horse	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the blue shirt		1455301205859	the blue shirt	False	False	False	tShirt	NA	NA
4242-5	1455301216799	14	subSuperTrial	basic23	tulip	target	3	3	flower	plant	rosemary	distractor	2	2	NA	plant	rhino	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the red flower		1455301214071	the red flower	False	False	False	tulip	NA	NA
4242-5	1455301228145	15	colorSizeTrial	size22	small_pink_balloon	target	2	2	NA	NA	big_pink_balloon	distractor	3	4	NA	NA	big_pink_balloon	distractor	4	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the small pink balloon		1455301225734	the small pink balloon	True	True	True	balloon	small	pink
4242-5	1455301237337	16	subSuperTrial	basic23	pandaBear	target	2	3	bear	animal	squirrel	distractor	4	2	NA	animal	ambulance	distractor	3	4	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the panda bear		1455301234600	the panda bear	False	False	False	pandaBear	NA	NA
4242-5	1455301247426	17	colorSizeTrial	size44	small_pink_phone	target	4	4	NA	NA	big_pink_phone	distractor	5	5	NA	NA	big_pink_phone	distractor	1	3	NA	NA	big_pink_phone	distractor	3	2	NA	NA	big_pink_phone	distractor	2	1	NA	NA	1	1	0	the smallest pink phone		1455301245989	the smallest pink phone	False	True	True	phone	small	pink
4242-5	1455301255721	18	colorSizeTrial	color33	big_purple_yarn	target	4	4	NA	NA	big_red_yarn	distractor	2	2	NA	NA	big_red_yarn	distractor	3	3	NA	NA	big_red_yarn	distractor	1	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	they purple yarn		1455301254414	they purple yarn	False	True	True	yarn	big	purple
4242-5	1455301269233	19	colorSizeTrial	size33	small_white_weddingcake	target	4	3	NA	NA	big_white_weddingcake	distractor	3	1	NA	NA	big_white_weddingcake	distractor	2	4	NA	NA	big_white_weddingcake	distractor	1	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the smallest wedding cake		1455301268088	the smallest wedding cake	False	False	False	weddingcake	small	white
4242-5	1455301277304	20	subSuperTrial	basic23	polarBear	target	4	2	bear	animal	socks	distractor	3	3	NA	clothing	rabbit	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the big bear		1455301275539	the big bear	False	False	False	polarBear	NA	NA
4242-5	1455301284820	21	subSuperTrial	basic12	sportsCar	target	4	2	car	vehicle	firetruck	distractor	2	4	NA	vehicle	sedan	distractor	3	3	car	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the gray car		1455301283405	the gray car	False	False	False	sportsCar	NA	NA
4242-5	1455301293929	22	colorSizeTrial	size42	small_blue_cushion	target	3	1	NA	NA	big_blue_cushion	distractor	5	2	NA	NA	big_orange_cushion	distractor	4	3	NA	NA	big_blue_cushion	distractor	1	5	NA	NA	big_orange_cushion	distractor	2	4	NA	NA	1	1	0	the small blue pillow		1455301292809	the small blue pillow	True	True	False	cushion	small	blue
4242-5	1455301330486	23	colorSizeTrial	color42	big_black_avocado	target	1	4	NA	NA	small_green_avocado	distractor	4	3	NA	NA	big_green_avocado	distractor	3	1	NA	NA	small_green_avocado	distractor	2	2	NA	NA	big_green_avocado	distractor	5	5	NA	NA	1	1	0	the darkest  fruit		1455301324895	the darkest  fruit	False	False	False	avocado	big	black
4242-5	1455301338699	24	subSuperTrial	basic23	coffeeTable	target	2	3	table	furniture	wardrobe	distractor	4	4	NA	furniture	sheep	distractor	3	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the wooden table		1455301336404	the wooden table	False	False	False	coffeeTable	NA	NA
4242-5	1455301346573	25	colorSizeTrial	color33	small_purple_bike	target	3	3	NA	NA	small_red_bike	distractor	2	1	NA	NA	small_red_bike	distractor	1	4	NA	NA	small_red_bike	distractor	4	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the purple bike		1455301345335	the purple bike	False	True	True	bike	small	purple
4242-5	1455301352924	26	subSuperTrial	basic22	germanShepherd	target	4	2	dog	animal	crocodile	distractor	3	3	NA	animal	pig	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the dog		1455301350809	the dog	False	False	False	germanShepherd	NA	NA
4242-5	1455301362283	27	colorSizeTrial	color22	big_pink_teacup	target	4	4	NA	NA	big_white_teacup	distractor	2	3	NA	NA	big_white_teacup	distractor	3	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the pink cup 		1455301360939	the pink cup 	False	True	False	teacup	big	pink
4242-5	1455301373956	28	colorSizeTrial	size21	small_red_candle	target	4	2	NA	NA	big_blue_candle	distractor	2	3	NA	NA	big_red_candle	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the smallest red candle		1455301372404	the smallest red candle	False	True	True	candle	small	red
4242-5	1455301383776	29	colorSizeTrial	size44	small_orange_billiardball	target	4	5	NA	NA	big_orange_billiardball	distractor	1	1	NA	NA	big_orange_billiardball	distractor	2	2	NA	NA	big_orange_billiardball	distractor	5	4	NA	NA	big_orange_billiardball	distractor	3	3	NA	NA	1	1	0	the smallest 5 ball		1455301382435	the smallest 5 ball	False	False	False	billiardball	small	orange
4242-5	1455301389514	30	subSuperTrial	basic33	hummingBird	target	3	3	bird	animal	wardrobe	distractor	4	4	NA	furniture	cookies	distractor	2	2	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the bird		1455301387737	the bird	False	False	False	hummingBird	NA	NA
4242-5	1455301399794	31	colorSizeTrial	color21	big_purple_stapler	target	3	3	NA	NA	small_red_stapler	distractor	2	2	NA	NA	big_red_stapler	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the purple stapler		1455301396432	the purple stapler	False	True	True	stapler	big	purple
4242-5	1455301408156	32	colorSizeTrial	size32	big_yellow_shoe	distractor	1	1	NA	NA	big_white_shoe	distractor	4	2	NA	NA	small_white_shoe	target	2	3	NA	NA	big_white_shoe	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the yellow shoe		1455301406858	the yellow shoe	False	True	True	shoe	big	yellow
4242-5	1455301415465	33	colorSizeTrial	color43	big_blue_comb	target	4	1	NA	NA	big_black_comb	distractor	3	2	NA	NA	big_black_comb	distractor	2	4	NA	NA	small_black_comb	distractor	1	5	NA	NA	big_black_comb	distractor	5	3	NA	NA	1	1	0	the blue comb		1455301413909	the blue comb	False	True	True	comb	big	blue
4242-5	1455301423964	34	subSuperTrial	basic12	goldFish	target	3	2	fish	animal	discusFish	distractor	2	4	fish	animal	squirrel	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the goldfish		1455301422186	the goldfish	False	False	False	goldFish	NA	NA
4242-5	1455301429762	35	colorSizeTrial	color22	big_blue_rug	target	3	2	NA	NA	big_purple_rug	distractor	4	3	NA	NA	big_purple_rug	distractor	2	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the blue rug		1455301428906	the blue rug	False	True	True	rug	big	blue
4242-5	1455301437454	36	subSuperTrial	basic22	catfish	target	2	2	fish	animal	rhino	distractor	3	4	NA	animal	crocodile	distractor	4	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the catfish		1455301436549	the catfish	False	False	True	catfish	NA	NA
4242-5	1455301444506	37	subSuperTrial	basic22	diningTable	target	2	4	table	furniture	lamp	distractor	3	2	NA	furniture	bed	distractor	4	3	NA	furniture	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the table		1455301442694	the table	False	False	False	diningTable	NA	NA
4242-5	1455301454053	38	colorSizeTrial	color31	small_blue_book	target	2	2	NA	NA	big_black_book	distractor	1	4	NA	NA	big_black_book	distractor	4	3	NA	NA	small_black_book	distractor	3	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the blue book		1455301453092	the blue book	False	True	True	book	small	blue
4242-5	1455301462132	39	subSuperTrial	basic22	husky	target	3	3	dog	animal	squirrel	distractor	2	2	NA	animal	cow	distractor	4	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the dog		1455301460985	the dog	False	False	False	husky	NA	NA
4242-5	1455301468505	40	subSuperTrial	basic22	clownFish	target	2	4	fish	animal	iguana	distractor	3	3	NA	animal	crocodile	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the fish		1455301466492	the fish	False	False	False	clownFish	NA	NA
4242-5	1455301477492	41	colorSizeTrial	size21	big_green_chair	target	4	3	NA	NA	small_green_chair	distractor	2	4	NA	NA	small_red_chair	distractor	3	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the big green chair		1455301475189	the big green chair	True	True	True	chair	big	green
4242-5	1455301482587	42	subSuperTrial	basic33	minivan	target	3	3	car	vehicle	elephant	distractor	4	4	NA	animal	pretzels	distractor	2	2	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the car		1455301481264	the car	False	False	False	minivan	NA	NA
4242-5	1455301491280	43	colorSizeTrial	size42	small_pink_framee	target	5	1	NA	NA	big_pink_framee	distractor	2	2	NA	NA	big_green_framee	distractor	1	3	NA	NA	big_pink_framee	distractor	3	4	NA	NA	big_green_framee	distractor	4	5	NA	NA	1	1	0	the small pink frame		1455301490225	the small pink frame	True	True	False	framee	small	pink
4242-5	1455301499323	44	subSuperTrial	basic22	hawaiiShirt	target	4	3	shirt	clothing	bathrobe	distractor	2	4	NA	clothing	socks	distractor	3	2	NA	clothing	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the blue shirt		1455301498105	the blue shirt	False	False	False	hawaiiShirt	NA	NA
4242-5	1455301513921	45	colorSizeTrial	size43	big_blue_toothbrush	target	2	2	NA	NA	small_blue_toothbrush	distractor	1	1	NA	NA	small_blue_toothbrush	distractor	5	3	NA	NA	small_blue_toothbrush	distractor	3	5	NA	NA	small_red_toothbrush	distractor	4	4	NA	NA	1	1	0	the biggest blue toothbrush		1455301511879	the biggest blue toothbrush	False	True	True	toothbrush	big	blue
4242-5	1455301530878	46	colorSizeTrial	color44	small_brown_belt	target	2	4	NA	NA	small_black_belt	distractor	3	2	NA	NA	small_black_belt	distractor	4	3	NA	NA	small_black_belt	distractor	5	1	NA	NA	small_black_belt	distractor	1	5	NA	NA	1	1	0	the light brown belt		1455301529305	the light brown belt	False	True	True	belt	small	brown
4242-5	1455301538787	47	subSuperTrial	basic12	grizzlyBear	target	2	2	bear	animal	pig	distractor	4	3	NA	animal	koalaBear	distractor	3	4	bear	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the bear		1455301536601	the bear	False	False	False	grizzlyBear	NA	NA
4242-5	1455301548710	48	colorSizeTrial	color41	small_green_bracelet	target	3	1	NA	NA	big_purple_bracelet	distractor	4	4	NA	NA	big_purple_bracelet	distractor	2	2	NA	NA	big_purple_bracelet	distractor	1	3	NA	NA	small_purple_bracelet	distractor	5	5	NA	NA	1	1	0	the green necklace		1455301546017	the green necklace	False	True	False	bracelet	small	green
4242-5	1455301554619	49	subSuperTrial	basic22	pigeon	target	4	3	bird	animal	pig	distractor	2	2	NA	animal	elephant	distractor	3	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the bird		1455301552749	the bird	False	False	False	pigeon	NA	NA
4242-5	1455301566554	50	colorSizeTrial	size43	big_red_tack	target	5	4	NA	NA	small_red_tack	distractor	1	3	NA	NA	small_blue_tack	distractor	2	2	NA	NA	small_red_tack	distractor	3	1	NA	NA	small_red_tack	distractor	4	5	NA	NA	1	1	0	the biggest red push pin		1455301564816	the biggest red push pin	False	True	False	tack	big	red
4242-5	1455301573032	51	subSuperTrial	basic33	jellyBeans	target	4	3	candy	snack	pottedPlant	distractor	3	2	NA	plant	snake	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the candy		1455301571345	the candy	False	False	False	jellyBeans	NA	NA
4242-5	1455301589772	52	colorSizeTrial	size31	big_purple_hairdryer	target	3	2	NA	NA	small_pink_hairdryer	distractor	2	4	NA	NA	small_pink_hairdryer	distractor	4	1	NA	NA	small_purple_hairdryer	distractor	1	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the biggest purple hair dryer		1455301587974	the biggest purple hair dryer	False	True	False	hairdryer	big	purple
4242-5	1455301594966	53	subSuperTrial	basic33	blackBear	target	3	4	bear	animal	bookcase	distractor	4	2	NA	furniture	train	distractor	2	3	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the bear		1455301593169	the bear	False	False	False	blackBear	NA	NA
4242-5	1455301607029	54	colorSizeTrial	size22	small_green_jacket	target	3	2	NA	NA	big_green_jacket	distractor	4	3	NA	NA	big_green_jacket	distractor	2	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the smallest green hoddie		1455301605729	the smallest green hoddie	False	True	False	jacket	small	green
4242-5	1455301638269	55	colorSizeTrial	size31	big_blue_guitar	target	1	1	NA	NA	small_green_guitar	distractor	4	2	NA	NA	small_green_guitar	distractor	2	4	NA	NA	small_blue_guitar	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the biggest blue gutair		1455301636015	the biggest blue gutair	False	True	False	guitar	big	blue
4242-5	1455301648196	56	colorSizeTrial	color42	small_blue_binder	target	4	3	NA	NA	small_green_binder	distractor	5	1	NA	NA	small_green_binder	distractor	1	4	NA	NA	big_green_binder	distractor	2	2	NA	NA	big_green_binder	distractor	3	5	NA	NA	1	1	0	the blue thing		1455301646990	the blue thing	False	True	False	binder	small	blue
4242-5	1455301655922	57	subSuperTrial	basic12	rose	target	2	4	flower	plant	lily	distractor	4	2	flower	plant	pottedPlant	distractor	3	3	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the red rose		1455301654505	the red rose	False	False	True	rose	NA	NA
4242-5	1455301677779	58	subSuperTrial	basic33	bedsideTable	target	2	3	table	furniture	ivy	distractor	3	4	NA	plant	bison	distractor	4	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the cabinet		1455301675930	the cabinet	False	False	False	bedsideTable	NA	NA
4242-5	1455301683728	59	subSuperTrial	basic33	mnMs	target	3	3	candy	snack	grasses	distractor	4	2	NA	plant	horse	distractor	2	4	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the candy		1455301682479	the candy	False	False	False	mnMs	NA	NA
4242-5	1455301688357	60	subSuperTrial	basic23	pug	target	3	4	dog	animal	socks	distractor	4	2	NA	clothing	hamster	distractor	2	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the dog		1455301687020	the dog	False	False	False	pug	NA	NA
4242-5	1455301698255	61	colorSizeTrial	size32	big_green_pepper	target	1	1	NA	NA	small_red_pepper	distractor	4	3	NA	NA	small_green_pepper	distractor	3	2	NA	NA	small_green_pepper	distractor	2	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the big green pepper		1455301695730	the big green pepper	True	True	True	pepper	big	green
4242-5	1455301705550	62	subSuperTrial	basic12	eagle	target	4	4	bird	animal	lion	distractor	3	2	NA	animal	sparrow	distractor	2	3	bird	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the eagle		1455301704039	the eagle	False	False	True	eagle	NA	NA
4242-5	1455301714494	63	colorSizeTrial	color41	big_pink_bucket	target	1	1	NA	NA	small_red_bucket	distractor	3	3	NA	NA	small_red_bucket	distractor	2	4	NA	NA	big_red_bucket	distractor	4	5	NA	NA	small_red_bucket	distractor	5	2	NA	NA	1	1	0	the big pink bucket		1455301713326	the big pink bucket	True	True	True	bucket	big	pink
4242-5	1455301721731	64	colorSizeTrial	color32	big_orange_coathanger	target	4	4	NA	NA	big_purple_coathanger	distractor	3	2	NA	NA	small_purple_coathanger	distractor	2	3	NA	NA	big_purple_coathanger	distractor	1	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the yellow hanger		1455301720059	the yellow hanger	False	False	False	coathanger	big	orange
4242-5	1455301736126	65	subSuperTrial	basic33	picnicTable	target	4	4	table	furniture	ivy	distractor	2	2	NA	plant	squirrel	distractor	3	3	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the table		1455301733761	the table	False	False	False	picnicTable	NA	NA
4242-5	1455301740902	66	subSuperTrial	basic22	dalmatian	target	4	3	dog	animal	kitten	distractor	3	4	NA	animal	snake	distractor	2	2	NA	animal	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the dog		1455301739975	the dog	False	False	False	dalmatian	NA	NA
4242-5	1455301746775	67	subSuperTrial	basic12	sunflower	target	3	3	flower	plant	lily	distractor	2	2	flower	plant	rosemary	distractor	4	4	NA	plant	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the yellow flower		1455301745605	the yellow flower	False	False	False	sunflower	NA	NA
4242-5	1455301750918	68	subSuperTrial	basic23	gummyBears	target	3	3	candy	snack	grasses	distractor	2	4	NA	plant	cookies	distractor	4	2	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the candy		1455301750110	the candy	False	False	False	gummyBears	NA	NA
4242-5	1455301762745	69	colorSizeTrial	color43	big_orange_napkin	target	2	4	NA	NA	big_yellow_napkin	distractor	4	1	NA	NA	small_yellow_napkin	distractor	3	5	NA	NA	big_yellow_napkin	distractor	5	2	NA	NA	big_yellow_napkin	distractor	1	3	NA	NA	1	1	0	the orange napkin		1455301761355	the orange napkin	False	True	True	napkin	big	orange
4242-5	1455301771929	70	subSuperTrial	basic12	suv	target	2	2	car	vehicle	sedan	distractor	3	4	car	vehicle	train	distractor	4	3	NA	vehicle	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the silver car		1455301769326	the silver car	False	False	False	suv	NA	NA
4242-5	1455301777735	71	subSuperTrial	basic23	poloShirt	target	4	2	shirt	clothing	bathrobe	distractor	3	3	NA	clothing	chips	distractor	2	4	NA	snack	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	the blue shirt		1455301776730	the blue shirt	False	False	False	poloShirt	NA	NA
4242-5	1455301786624	72	colorSizeTrial	size41	small_purple_flower	target	4	4	NA	NA	big_red_flower	distractor	2	1	NA	NA	big_purple_flower	distractor	5	2	NA	NA	big_red_flower	distractor	3	3	NA	NA	big_red_flower	distractor	1	5	NA	NA	1	1	0	the small purple flower		1455301785165	the small purple flower	True	True	True	flower	small	purple
5664-b	1455301032073	1	colorSizeTrial	size43	small_white_phone	target	5	4	NA	NA	big_white_phone	distractor	4	1	NA	NA	big_white_phone	distractor	2	5	NA	NA	big_pink_phone	distractor	1	2	NA	NA	big_white_phone	distractor	3	3	NA	NA	2	2	0	white phone___smallest phone		1455301012412___1455301025173	white phone	False	True	True	phone	small	white
5664-b	1455301048018	2	colorSizeTrial	size44	small_blue_ornament	target	2	4	NA	NA	big_blue_ornament	distractor	5	1	NA	NA	big_blue_ornament	distractor	4	5	NA	NA	big_blue_ornament	distractor	3	3	NA	NA	big_blue_ornament	distractor	1	2	NA	NA	1	1	0	smallest one		1455301045497	smallest one	False	False	False	ornament	small	blue
5664-b	1455301058742	3	colorSizeTrial	color31	small_blue_cap	target	1	2	NA	NA	big_orange_cap	distractor	3	4	NA	NA	big_orange_cap	distractor	2	1	NA	NA	small_orange_cap	distractor	4	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	blue one		1455301057083	blue one	False	True	False	cap	small	blue
5664-b	1455301066196	4	colorSizeTrial	color32	small_yellow_balloon	target	1	4	NA	NA	big_pink_balloon	distractor	3	3	NA	NA	small_pink_balloon	distractor	4	2	NA	NA	small_pink_balloon	distractor	2	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	yellow		1455301064645	yellow	False	True	False	balloon	small	yellow
